schule,schuleLabel,koord,adresse,gründung,jedeschuleID,schulnummer,ausbildungsberufe,teil_von,besteht_aus,website
http://www.wikidata.org/entity/Q133930688,Herman-Nohl-Schule Hildesheim,Point(9.938579 52.1699395),"Steuerwalder Straße 162, 31137 Hildesheim",,NI-71262,,Sozialassistent [–]; Pflegeassistent [–]; Pflegefachmann [–]; Medizinischer Fachangestellter [81102]; Heilerziehungspfleger [–]; Zahnmedizinischer Fachangestellter [81112]; Ergotherapeut [–]; Erzieher [–],,,https://www.herman-nohl-schule.de/
http://www.wikidata.org/entity/Q133930693,Walter-Gropius-Schule Hildesheim,Point(9.9379462 52.1694802),"Steuerwalder Str. 158, 31137 Hildesheim",,NI-71225,,Friseur [82312310]; Zimmerer [33322320]; Koch [29302]; Bäcker [29222310]; Maler und Lackierer [33212]; Tischler [22342350]; Maurer [32122]; Fleischer [29232]; Dachdecker [32142330]; Fachkraft für Gastronomie [63302]; Fachverkäufer im Lebensmittelhandwerk (Bäckerei) [62312331]; Fahrzeuglackierer [22212]; Medientechnologe Druckverarbeitung [23422]; Medientechnologe Siebdruck [23412]; Maschinen- und Anlagenführer [25122]; Mediengestalter Digital und Print [61122]; Medientechnologe Druck [23412]; Packmitteltechnologe [23122]; Fachverkäufer im Lebensmittelhandwerk (Fleischerei) [62322313]; Hotelfachmann [63222]; Fachverkäufer im Lebensmittelhandwerk (Konditorei) [62312332]; Fachkraft Küche [29302060]; Hauswirtschafter [83212]; Fachpraktiker Hauswirtschaft [83212040]; Fachkraft für Restaurants und Veranstaltungsgastronomie [63302100]; Raumausstatter [93232],,,https://www.bbs-walter-gropius.de/
http://www.wikidata.org/entity/Q133930701,Friedrich-List-Schule Hildesheim,Point(9.952834129 52.148674011),"Wollenweberstraße 66 - 68, 31134 Hildesheim",,NI-71183,,Rechtsanwalts- und Notarfachangestellter [73112]; Verkäufer [62102]; Automobilkaufmann [62272]; Bankkaufmann [72112010]; Fachlagerist [51312]; Fachkraft für Lagerlogistik [51312]; Industriekaufmann [71302]; Kaufmann für Groß- und Außenhandelsmanagement [61212]; Sport- und Fitnesskaufmann [63122]; Steuerfachangestellter [72302]; Kaufmann für Büromanagement [71402]; Kaufmann im Einzelhandel [62102010]; Verwaltungsfachangestellter [73202]; Kaufmann im E-Commerce [61282],,,https://www.fls-hi.de/
http://www.wikidata.org/entity/Q133930985,Max-Eyth-Schule Schiffdorf,Point(8.6532466 53.5281706),"Jierweg 20, 27619 Schiffdorf",,NI-72618,,Landwirt [11102]; Erzieher [–]; Sozialassistent [–]; Pflegeassistent [–],,,https://www.mes-schiffdorf.de/
http://www.wikidata.org/entity/Q133931000,Johann-Heinrich-von-Thünen-Schule Bremervörde,Point(9.1327876 53.4809955),"Tetjus-Tügel-Straße 11, 27432 Bremervörde",,NI-72199,,"Pharmazeutisch-technischer Assistent [–]; Anlagenmechaniker für Sanitär-, Heizungs- und Klimatechnik [34212]; Verkäufer [62102]; Kfz-Mechatroniker [25212]; Erzieher [–]; Sozialassistent [–]; Pflegeassistent [–]; Kaufmann für Büromanagement [71402]; Kaufmann im Einzelhandel [62102010]; Elektroniker der Fachrichtung Energie- und Gebäudetechnik [26212421]; Fachpraktiker für Metallbau [24412110]",,,https://bbsbrv.de/
http://www.wikidata.org/entity/Q133931009,Georg-Sonnin-Schule,Point(10.4254271 53.2447839),"Am Schwalbenberg 25, 21337 Lüneburg",,NI-71961,,"Friseur [82312310]; Textil- und Modeschneider [28222]; Zimmerer [33322320]; Zerspanungsmechaniker [24232]; Änderungsschneider [28222]; Maler und Lackierer [33212]; Tischler [22342350]; Maurer [32122]; Dachdecker [32142330]; Anlagenmechaniker für Sanitär-, Heizungs- und Klimatechnik [34212]; Kfz-Mechatroniker [25212]; Elektroniker für Betriebstechnik [26252310]; Elektroniker für Geräte und Systeme [26302]; Feinwerkmechaniker [24512]; Industriemechaniker [25102]; Maschinen- und Anlagenführer [25122]; Konstruktionsmechaniker [24412]; Textil- und Modenäher [28222]; Produktveredler Textil [28142]; Mechatroniker [26112]; Maßschneider [28222]; Elektroniker der Fachrichtung Energie- und Gebäudetechnik [26212421]; Metallbauer [24412]; Fachinformatiker für Systemintegration [43102]; Land- und Baumaschinenmechatroniker [25222]",,,https://www.georg-sonnin-schule.de/
http://www.wikidata.org/entity/Q133931048,Georg-von-Langen-Schule,Point(9.4613459 51.820623),"Von-Langen-Allee 5, 37603 Holzminden",1866-01-01T00:00:00Z,NI-71377,,"Koch [29302]; Bäcker [29222310]; Maler und Lackierer [33212]; Tischler [22342350]; Maurer [32122]; Zahnmedizinischer Fachangestellter [81112]; Dachdecker [32142330]; Anlagenmechaniker für Sanitär-, Heizungs- und Klimatechnik [34212]; Verkäufer [62102]; Kfz-Mechatroniker [25212]; Fachkraft für Gastronomie [63302]; Chemikant [41312]; Elektroniker für Betriebstechnik [26252310]; Elektroniker für Automatisierungstechnik [26122]; Fachkraft für Lagerlogistik [51312]; Fachverkäufer im Lebensmittelhandwerk (Bäckerei) [62312331]; Fahrzeuglackierer [22212]; Feinwerkmechaniker [24512]; IT-Systemelektroniker [26312]; Produktionsfachkraft Chemie [41312040]; Industriemechaniker [25102]; Maschinen- und Anlagenführer [25122]; Kaufmann für Groß- und Außenhandelsmanagement [61212]; Restaurantfachmann [63302050]; Werkzeugmechaniker [24522]; Chemielaborant [41322010]; Kaufmann für Büromanagement [71402]; Kaufmann im Einzelhandel [62102010]; Medizinischer Fachangestellter [81102]; Verwaltungsfachangestellter [73202]; Elektroniker der Fachrichtung Energie- und Gebäudetechnik [26212421]; Bauten- und Objektbeschichter [33212320]; Hotelfachmann [63222]; Kaufmann für Digitalisierungsmanagement [43112]; Metallbauer [24412]; Fachinformatiker für Anwendungsentwicklung [43412]; Fachinformatiker für Systemintegration [43102]",,,https://www.bbs-holzminden.de/
http://www.wikidata.org/entity/Q133896957,Handelslehranstalt Bruchsal,Point(8.596922 49.1227211),"Stadtgrabenstr. 1, 76646 Bruchsal",,BW-04100328,,Kaufmann im Einzelhandel [62102010]; Verkäufer [62102]; Fachkraft für Lagerlogistik [51312]; Industriekaufmann [71302]; Kaufmann für Groß- und Außenhandelsmanagement [61212]; Kaufmann für Büromanagement [71402],,,http://www.handelslehranstalt-bruchsal.de
http://www.wikidata.org/entity/Q133896990,Philipp-Matthäus-Hahn Schule Balingen,Point(8.846932 48.2651099),"Steinachstr. 19, 72336 Balingen",,BW-04102325,,Textil- und Modeschneider [28222]; Zimmerer [33322320]; Zerspanungsmechaniker [24232]; Maler und Lackierer [33212]; Tischler [22342350]; Maurer [32122]; Kfz-Mechatroniker [25212]; Produktionsmechaniker Textil [28102]; Industrieelektriker [26302]; Elektroniker für Betriebstechnik [26252310]; Elektroniker für Geräte und Systeme [26302]; Fachkraft für Metalltechnik [25112]; Feinwerkmechaniker [24512]; Holzmechaniker [22342]; Maschinen- und Anlagenführer [25122]; Karosserie- und Fahrzeugbaumechaniker [25212]; Konstruktionsmechaniker [24412]; Textil- und Modenäher [28222]; Werkzeugmechaniker [24522]; Stuckateur [33222]; Mechatroniker [26112]; Straßenbauer [32222]; Elektroniker der Fachrichtung Energie- und Gebäudetechnik [26212421]; Zweiradmechatroniker [25252]; Präzisionswerkzeugmechaniker [24522]; Metallbauer [24412]; Fachinformatiker für Anwendungsentwicklung [43412]; Fachinformatiker für Systemintegration [43102],,,http://www.gsz-zak.de
http://www.wikidata.org/entity/Q133897028,Willi-Burth-Schule Bad Saulgau,Point(9.4946974 48.0122398),"Wuhrweg 36, 88348 Bad Saulgau",,BW-04102441,,Fotograf [23322]; Friseur [82312310]; Zerspanungsmechaniker [24232]; Kfz-Mechatroniker [25212]; Industrieelektriker [26302]; Elektroniker für Betriebstechnik [26252310]; Elektroniker für Maschinen und Antriebstechnik [26222]; Fachkraft für Metalltechnik [25112]; Feinwerkmechaniker [24512]; Fertigungsmechaniker [25112]; Industriemechaniker [25102]; Maschinen- und Anlagenführer [25122]; Werkzeugmechaniker [24522]; Polsterer [28242]; Metallbauer [24412]; Raumausstatter [93232],,,http://www.gbs-badsaulgau.de
http://www.wikidata.org/entity/Q133897042,Heinrich-Schickhardt-Schule Freudenstadt,Point(8.4196294 48.468835),"Eugen-Nägele-Str. 40, 72250 Freudenstadt",,BW-04101679,,Friseur [82312310]; Tischler [22342350]; Kfz-Mechatroniker [25212]; Elektroniker für Betriebstechnik [26252310]; Elektroniker für Automatisierungstechnik [26122]; Fachverkäufer im Lebensmittelhandwerk (Bäckerei) [62312331]; Feinwerkmechaniker [24512]; Holzmechaniker [22342]; Industriemechaniker [25102]; Konstruktionsmechaniker [24412]; Werkzeugmechaniker [24522]; Mechatroniker [26112]; Elektroniker der Fachrichtung Energie- und Gebäudetechnik [26212421]; Metallbauer [24412],,,http://www.hss.fds-schule.de
http://www.wikidata.org/entity/Q133897056,Claude-Dornier-Schule,Point(9.4998129 47.6513937),"Steinbeisstr. 26, 88046 Friedrichshafen",,BW-04102350,,"Friseur [82312310]; Koch [29302]; Zerspanungsmechaniker [24232]; Maurer [32122]; Fleischer [29232]; Anlagenmechaniker [34342]; Anlagenmechaniker für Sanitär-, Heizungs- und Klimatechnik [34212]; Kfz-Mechatroniker [25212]; Beton- und Stahlbetonbauer [32112]; Fachkraft für Gastronomie [63302]; Fachkraft für Metalltechnik [25112]; Fachmann für Systemgastronomie [63312]; Feinwerkmechaniker [24512]; Industriemechaniker [25102]; Konstruktionsmechaniker [24412]; Restaurantfachmann [63302050]; Rohrleitungsbauer [34322]; Technischer Produktdesigner [27212]; Werkzeugmechaniker [24522]; Fachverkäufer im Lebensmittelhandwerk (Fleischerei) [62322313]; Stuckateur [33222]; Straßenbauer [32222]; Elektroniker der Fachrichtung Energie- und Gebäudetechnik [26212421]; Hotelfachmann [63222]; Metallbauer [24412]",,,http://www.cds-fn.de
http://www.wikidata.org/entity/Q133897072,Carl-Schaefer-Schule Ludwigsburg,Point(9.190198 48.8856334),"Hohenzollernstr. 26, 71638 Ludwigsburg",,BW-04101321,,"Zerspanungsmechaniker [24232]; Anlagenmechaniker für Sanitär-, Heizungs- und Klimatechnik [34212]; Kfz-Mechatroniker [25212]; Elektroniker für Betriebstechnik [26252310]; Elektroniker für Geräte und Systeme [26302]; Fachkraft für Metalltechnik [25112]; Feinwerkmechaniker [24512]; Industriemechaniker [25102]; Konstruktionsmechaniker [24412]; Technischer Produktdesigner [27212]; Werkzeugmechaniker [24522]; Mechatroniker [26112]; Metallbauer [24412]",,,http://www.css-lb.de
http://www.wikidata.org/entity/Q133897183,Heinrich-Wieland-Schule Pforzheim,Point(8.7356874 48.8874688),"Graf-Leutrum-Str. 3, 75175 Pforzheim",,BW-04101916,,Industrieelektriker [26302]; Elektroniker für Betriebstechnik [26252310]; Elektroniker für Automatisierungstechnik [26122]; Elektroniker für Geräte und Systeme [26302]; Feinwerkmechaniker [24512]; IT-Systemelektroniker [26312]; Industriemechaniker [25102]; Technischer Produktdesigner [27212]; Werkzeugmechaniker [24522]; Mechatroniker [26112]; Stanz- und Umformmechaniker [24212]; Elektroniker der Fachrichtung Energie- und Gebäudetechnik [26212421]; Fachinformatiker für Anwendungsentwicklung [43412]; Fachinformatiker Digitale Vernetzung [43112]; Fachinformatiker für Systemintegration [43102]; Fachinformatiker Daten- und Prozessanalyse [43112],,,http://www.hw-schule.de
http://www.wikidata.org/entity/Q133895661,Edith-Stein-Schule Aulendorf,Point(9.6381149 47.9497652),"Graf-Erwin-Str. 1, 88326 Aulendorf",,,,Tiermedizinischer Fachangestellter [81142]; Zahnmedizinischer Fachangestellter [81112]; Kaufmann im Gesundheitswesen [73222]; Pharmazeutisch-kaufmännischer Angestellter [62412]; Medizinischer Fachangestellter [81102],Edith-Stein-Schule Ravensburg,,
http://www.wikidata.org/entity/Q133895731,Eberhard-Gothein-Schule,Point(8.4709163 49.4913533),"U 2 2, 68161 Mannheim",,BW-04100493,,Zahnmedizinischer Fachangestellter [81112]; Rechtsanwaltsfachangestellter [73112]; Kaufmann für Groß- und Außenhandelsmanagement [61212]; Personaldienstleistungskaufmann [71522]; Pharmazeutisch-kaufmännischer Angestellter [62412]; Steuerfachangestellter [72302]; Kaufmann für Büromanagement [71402]; Medizinischer Fachangestellter [81102],,,http://www.egsma.de
http://www.wikidata.org/entity/Q133895753,Matthias-Erzberger-Schule,Point(9.7986507 48.0878874),"Leipzigstr. 11, 88400 Biberach an der Riß",,BW-04103287,,Landwirt [11102]; Altenpflegehelfer [–]; Sozialassistent [–]; Pflegefachmann [–]; Hauswirtschafter [83212],,,http://www.mes-bc.de
http://www.wikidata.org/entity/Q133895802,Johann-Georg-Doertenbach-Schule,Point(8.7325064 48.7131435),"Oberriedter Str. 10, 75365 Calw",,BW-04101643,,Friseur [82312310]; Koch [29302]; Maler und Lackierer [33212]; Kfz-Mechatroniker [25212]; Fachkraft für Gastronomie [63302]; Elektroniker für Betriebstechnik [26252310]; Fachmann für Systemgastronomie [63312]; Fahrzeuglackierer [22212]; Feinwerkmechaniker [24512]; Industriemechaniker [25102]; Elektroniker der Fachrichtung Energie- und Gebäudetechnik [26212421]; Hotelfachmann [63222]; Fachkraft Küche [29302060]; Metallbauer [24412]; Fachkraft für Restaurants und Veranstaltungsgastronomie [63302100],,,https://www.jgds-calw.de/
http://www.wikidata.org/entity/Q133895829,Kaufmännische Schule Aalen,Point(10.0916541 48.8532643),"Steinbeisstr. 4, 73430 Aalen",,BW-04100006,,Verkäufer [62102]; Automobilkaufmann [62272]; Bankkaufmann [72112010]; Fachlagerist [51312]; Fachkraft für Lagerlogistik [51312]; Kaufmann für IT-System-Management [43232]; Industriekaufmann [71302]; Kaufmann für Groß- und Außenhandelsmanagement [61212]; Steuerfachangestellter [72302]; Kaufmann für Büromanagement [71402]; Kaufmann im Einzelhandel [62102010]; Kaufmann für Digitalisierungsmanagement [43112]; Fachpraktiker im Verkauf [62102],,,http://www.ks-aalen.de
http://www.wikidata.org/entity/Q133895862,Fritz-Erler-Schule Tuttlingen,Point(8.8048636 47.9869334),"Mühlenweg 23, 78532 Tuttlingen",,BW-04100912,,Verkäufer [62102]; Bankkaufmann [72112010]; Fachlagerist [51312]; Fachkraft für Lagerlogistik [51312]; Industriekaufmann [71302]; Kaufmann für Groß- und Außenhandelsmanagement [61212],,,http://www.fes-tuttlingen.de
http://www.wikidata.org/entity/Q133895912,Kaufmännische Schule Waiblingen,Point(9.3013988 48.8320744),"Steinbeisstr. 4, 71332 Waiblingen",,BW-04100080,,Verkäufer [62102]; Automobilkaufmann [62272]; Bankkaufmann [72112010]; Fachkraft für Lagerlogistik [51312]; Kaufmann für Groß- und Außenhandelsmanagement [61212]; Kaufmann für Büromanagement [71402]; Kaufmann im Einzelhandel [62102010]; Kaufmann im E-Commerce [61282],Berufsschulzentrum Waiblingen,,http://www.ks-wn.de
http://www.wikidata.org/entity/Q133895960,Johann-Philipp-Palm-Schule,Point(9.5259274 48.8083795),"Grabenstr. 10, 73614 Schorndorf",,BW-04100201,,Verkäufer [62102]; Fachlagerist [51312]; Fachkraft für Lagerlogistik [51312]; Industriekaufmann [71302]; Kaufmann für Büromanagement [71402]; Kaufmann im Einzelhandel [62102010],Berufsschulzentrum Schorndorf,,http://jpp-schule.de
http://www.wikidata.org/entity/Q133896093,Kaufmännische Schule Nagold,Point(8.7128664 48.5474987),"Max-Eyth-Str. 23, 72202 Nagold",,BW-04100547,,Verkäufer [62102]; Fachlagerist [51312]; Fachkraft für Lagerlogistik [51312]; Industriekaufmann [71302]; Kaufmann für Groß- und Außenhandelsmanagement [61212]; Kaufmann für Büromanagement [71402]; Kaufmann im Einzelhandel [62102010]; Kaufmann im E-Commerce [61282],,,http://www.ks-nagold.de
http://www.wikidata.org/entity/Q133896112,Andreas-Schneider-Schule,Point(9.1810387 49.1383819),"Längelterstr. 106, 74080 Heilbronn",,BW-04100134,,Rechtsanwaltsfachangestellter [73112]; Bankkaufmann [72112010]; Fachlagerist [51312]; Fachkraft für Lagerlogistik [51312]; Kaufmann für IT-System-Management [43232]; Industriekaufmann [71302]; Justizfachangestellter [73252]; Kaufmann für Büromanagement [71402]; Verwaltungsfachangestellter [73202]; Kaufmann für Digitalisierungsmanagement [43112],,,http://www.ass-hn.de
http://www.wikidata.org/entity/Q133896155,Friedrich-List-Schule Karlsruhe,Point(8.4143633 49.0059291),"Ludwig-Erhard-Allee 3, 76131 Karlsruhe",,BW-04100432,,Bankkaufmann [72112010]; Fachlagerist [51312]; Fachkraft für Lagerlogistik [51312]; Kaufmann für Spedition und Logistikdienstleistung [51622]; Justizfachangestellter [73252]; Kaufmann für Verkehrsservice [51412]; Drogist [62412]; Verwaltungsfachangestellter [73202]; Kaufmann für Versicherungen und Finanzanlagen [72132],,,http://www.fls-ka.de
http://www.wikidata.org/entity/Q133896174,Kaufmännische Schule Heidenheim,Point(10.1419884 48.6871266),"Heckentalstr. 86, 89518 Heidenheim an der Brenz",,BW-04100110,,Verkäufer [62102]; Bankkaufmann [72112010]; Fachlagerist [51312]; Fachkraft für Lagerlogistik [51312]; Kaufmann für Spedition und Logistikdienstleistung [51622]; Kaufmann für IT-System-Management [43232]; Industriekaufmann [71302]; Kaufmann für Büromanagement [71402]; Kaufmann im Einzelhandel [62102010]; Verwaltungsfachangestellter [73202]; Kaufmann für Digitalisierungsmanagement [43112],,,http://www.ks-heidenheim.de
http://www.wikidata.org/entity/Q133896254,Kaufmännische Schule Geislingen,Point(9.8226238 48.627473),"Rheinlandstr. 80, 73312 Geislingen an der Steige",,BW-04100092,,Verkäufer [62102]; Fachlagerist [51312]; Fachkraft für Lagerlogistik [51312]; Industriekaufmann [71302]; Kaufmann für Groß- und Außenhandelsmanagement [61212]; Kaufmann für Büromanagement [71402]; Kaufmann im Einzelhandel [62102010],,,http://www.ksgeislingen.de
http://www.wikidata.org/entity/Q133896422,Jakob-Friedrich-Schöllkopf-Schule,Point(9.4363031 48.6487877),"Boschstr. 28, 73230 Kirchheim unter Teck",,BW-04100146,,Verkäufer [62102]; Automobilkaufmann [62272]; Fachlagerist [51312]; Fachkraft für Lagerlogistik [51312]; Kaufmann für Spedition und Logistikdienstleistung [51622]; Industriekaufmann [71302]; Kaufmann für Büromanagement [71402]; Kaufmann im Einzelhandel [62102010],,,https://www.jfs.de/
http://www.wikidata.org/entity/Q133896517,Erich-Bracher-Schule,Point(9.2218488 48.8758843),"John-F.-Kennedy-Allee 6, 70806 Kornwestheim",1996-01-01T00:00:00Z,BW-04165621,,Verkäufer [62102]; Bankkaufmann [72112010]; Fachlagerist [51312]; Fachkraft für Lagerlogistik [51312]; Industriekaufmann [71302]; Kaufmann für Groß- und Außenhandelsmanagement [61212]; Kaufmann im Einzelhandel [62102010]; Kaufmann für Versicherungen und Finanzanlagen [72132],,,http://www.erich-bracher-schule.de
http://www.wikidata.org/entity/Q133896626,Gewerbliche und Kaufmännische Schulen Müllheim im Markgräflerland,Point(7.6297329 47.8107067),"Nußbaumallee 6, 79379 Müllheim im Markgräflerland",,BW-04102118,,Verkäufer [62102]; Kfz-Mechatroniker [25212]; Fachlagerist [51312]; Industrieelektriker [26302]; Fachkraft für Lagerlogistik [51312]; Industriekaufmann [71302]; Industriemechaniker [25102]; Maschinen- und Anlagenführer [25122]; Werkzeugmechaniker [24522]; Kaufmann im Einzelhandel [62102010]; Elektroniker der Fachrichtung Energie- und Gebäudetechnik [26212421]; Metallbauer [24412]; Fachpraktiker für Metallbau [24412110],,,http://www.gks-muellheim.de
http://www.wikidata.org/entity/Q133896638,Robert-Franck-Schule,Point(9.1725266 48.8844419),"Römerhügelweg 53, 71636 Ludwigsburg",,BW-04100171,,Fachkraft für Lagerlogistik [51312]; Kaufmann für Spedition und Logistikdienstleistung [51622]; Kaufmann für Verkehrsservice [51412]; Kaufmann für Büromanagement [71402],,,http://www.rfs-lb.de
http://www.wikidata.org/entity/Q133896661,Kaufmännische Schule Lörrach,Point(7.6612273 47.6212333),"Wintersbuckstr. 5, 79539 Lörrach",,BW-04100766,,Verkäufer [62102]; Fachlagerist [51312]; Fachkraft für Lagerlogistik [51312]; Kaufmann für Spedition und Logistikdienstleistung [51622]; Industriekaufmann [71302]; Kaufmann für Groß- und Außenhandelsmanagement [61212]; Kaufmann für Büromanagement [71402]; Kaufmann im Einzelhandel [62102010]; Medizinischer Fachangestellter [81102]; Verwaltungsfachangestellter [73202],,,http://www.ksloe.schule
http://www.wikidata.org/entity/Q133896688,Kaufmännische Schule Künzelsau,Point(9.6892852 49.2712638),"Jahnstr. 20, 74653 Künzelsau",,BW-04100158,,Verkäufer [62102]; Fachlagerist [51312]; Fachkraft für Lagerlogistik [51312]; Kaufmann für Spedition und Logistikdienstleistung [51622]; Industriekaufmann [71302]; Kaufmann für Groß- und Außenhandelsmanagement [61212]; Kaufmann für Büromanagement [71402]; Kaufmann im Einzelhandel [62102010],,,http://www.ks-kuen.de
http://www.wikidata.org/entity/Q133896726,Berufliche Schulen Kehl,Point(7.8184215 48.5639282),"Karlstr. 37, 77694 Kehl",,BW-04102040,,Koch [29302]; Bäcker [29222310]; Verkäufer [62102]; Fachkraft für Gastronomie [63302]; Fachlagerist [51312]; Fachkraft für Lagerlogistik [51312]; Fachkraft für Metalltechnik [25112]; Fachmann für Systemgastronomie [63312]; Feinwerkmechaniker [24512]; Kaufmann für Spedition und Logistikdienstleistung [51622]; Kaufmann für Hotelmanagement [63212]; Industriemechaniker [25102]; Konditor [29222]; Kaufmann im Einzelhandel [62102010]; Stanz- und Umformmechaniker [24212]; Hotelfachmann [63222]; Fachkraft Küche [29302060]; Fachkraft für Restaurants und Veranstaltungsgastronomie [63302100]; Verfahrenstechnologe Metall [24122]; Verfahrenstechnologe Metall [24112],,,https://www.bs-kehl.de/
http://www.wikidata.org/entity/Q133896889,Berufliche Schule Mühlacker,Point(8.8536433 48.9559954),"Lienzinger Str. 46, 75417 Mühlacker",,BW-04167009,,Friseur [82312310]; Zerspanungsmechaniker [24232]; Verkäufer [62102]; Kfz-Mechatroniker [25212]; Fachlagerist [51312]; Fachkraft für Lagerlogistik [51312]; Fachkraft für Metalltechnik [25112]; Feinwerkmechaniker [24512]; Industriekaufmann [71302]; Industriemechaniker [25102]; Maschinen- und Anlagenführer [25122]; Werkzeugmechaniker [24522]; Kaufmann für Büromanagement [71402]; Kaufmann im Einzelhandel [62102010],,,http://https://www.bs-muehlacker.de
http://www.wikidata.org/entity/Q133928292,Friedrich-Ebert-Schule Esslingen am Neckar,Point(9.3563788 48.7210314),"Steinbeisstr. 17, 73730 Esslingen am Neckar",,BW-04101217,,"Eisenbahner im Betriebsdienst [52202]; Elektroniker für Betriebstechnik [26252310]; Elektroniker für Geräte und Systeme [26302]; Industriemechaniker [25102]; Informationselektroniker [26312]; Technischer Produktdesigner [27212]; Werkfeuerwehrmann [53132]; Mechatroniker [26112]; Elektroniker der Fachrichtung Energie- und Gebäudetechnik [26212421]; Anlagenmechaniker für Sanitär-, Heizungs- und Klimatechnik [34212]; Industrieelektriker [26302]",,,http://www.fes-es.de
http://www.wikidata.org/entity/Q133928441,Johannes-Gutenberg-Schule Heidelberg,Point(8.6623445 49.4102469),"Wieblinger Weg 24, 69115 Heidelberg",,BW-04101710,,"Fotograf [23322]; Friseur [82312310]; Bäcker [29222310]; Maler und Lackierer [33212]; Anlagenmechaniker für Sanitär-, Heizungs- und Klimatechnik [34212]; Baumschuler [12122611]; Fachverkäufer im Lebensmittelhandwerk (Bäckerei) [62312331]; Gartenbaufachwerker [12102630]; Mediengestalter Digital und Print [61122]; Medientechnologe Druck [23412]; Konditor [29222]; Bauzeichner [27212]; Florist [12202]; Fachverkäufer im Lebensmittelhandwerk (Konditorei) [62312332]; Gärtner Fachrichtung Garten- und Landschaftsbau [12142613]; Gärtner Fachrichtung Friedhofsgärtnerei [12132612]",,,http://www.jgs-heidelberg.de
http://www.wikidata.org/entity/Q133928906,Robert-Mayer-Schule Stuttgart,Point(9.1676603 48.7756967),"Weimarstr. 26, 70176 Stuttgart",1911-01-01T00:00:00Z,BW-04101473,,"Anlagenmechaniker [34342]; Anlagenmechaniker für Sanitär-, Heizungs- und Klimatechnik [34212]; Technischer Systemplaner [27212]; Behälter- und Apparatebauer [34342]; Ofen- und Luftheizungsbauer [34222]; Metallbauer [24412]",,,http://www.robert-mayer-schule.de
http://www.wikidata.org/entity/Q133929081,Heinrich-Lanz-Schule,Point(8.4805784 49.4936448),"Hermann-Heimerich-Ufer 10, 68167 Mannheim",,BW-04101850,,"Zimmerer [33322320]; Maler und Lackierer [33212]; Anlagenmechaniker für Sanitär-, Heizungs- und Klimatechnik [34212]; Biologielaborant [41212010]; Chemikant [41312]; Fachangestellter für Bäderbetriebe [53142]; Fahrzeuglackierer [22212]; Pharmakant [41312020]; Chemielaborant [41322010]; Gestalter für visuelles Marketing [93222]",,,http://www.lanz.schule
http://www.wikidata.org/entity/Q133929170,Gewerbliche Schule Crailsheim,Point(10.0731322 49.1419178),"Blaufelder Str. 10, 74564 Crailsheim",,BW-04101199,,"Friseur [82312310]; Anlagenmechaniker für Sanitär-, Heizungs- und Klimatechnik [34212]; Kfz-Mechatroniker [25212]; Elektroniker für Betriebstechnik [26252310]; Elektroniker für Automatisierungstechnik [26122]; Fachkraft für Metalltechnik [25112]; Feinwerkmechaniker [24512]; Industriemechaniker [25102]; Maschinen- und Anlagenführer [25122]; Technischer Produktdesigner [27212]; Mechatroniker [26112]; Elektroniker der Fachrichtung Energie- und Gebäudetechnik [26212421]; Metallbauer [24412]",,,https://www.gscr.de/startseite
http://www.wikidata.org/entity/Q133929363,Friedrich-August-Haselwander-Gewerbeschule,Point(7.953726 48.4714465),"Moltkestr. 23, 77654 Offenburg",,BW-04112343,,"Zimmerer [33322320]; Tischler [22342350]; Maurer [32122]; Anlagenmechaniker für Sanitär-, Heizungs- und Klimatechnik [34212]; Kfz-Mechatroniker [25212]; Beton- und Stahlbetonbauer [32112]; Elektroniker für Betriebstechnik [26252310]; Elektroniker für Geräte und Systeme [26302]; Fachkraft für Metalltechnik [25112]; Hochbaufacharbeiter [32102]; Holzmechaniker [22342]; IT-Systemelektroniker [26312]; Maschinen- und Anlagenführer [25122]; Konstruktionsmechaniker [24412]; Bauzeichner [27212]; Mechatroniker [26112]; Elektroniker der Fachrichtung Energie- und Gebäudetechnik [26212421]; Metallbauer [24412]; Fachinformatiker für Anwendungsentwicklung [43412]; Fachinformatiker Digitale Vernetzung [43112]; Fachinformatiker für Systemintegration [43102]; Fachinformatiker Daten- und Prozessanalyse [43112]",,,http://www.gs-offenburg.de
http://www.wikidata.org/entity/Q133930025,Eugen-Reintjes-Schule,Point(9.3349212 52.1060372),"Breslauer Allee 1, 31787 Hameln",,NI-70580,,"Zimmerer [33322320]; Zerspanungsmechaniker [24232]; Maler und Lackierer [33212]; Tischler [22342350]; Maurer [32122]; Dachdecker [32142330]; Anlagenmechaniker für Sanitär-, Heizungs- und Klimatechnik [34212]; Kfz-Mechatroniker [25212]; Industrieelektriker [26302]; Elektroniker für Betriebstechnik [26252310]; Elektroniker für Geräte und Systeme [26302]; Feinwerkmechaniker [24512]; Holzmechaniker [22342]; Industriemechaniker [25102]; Konstruktionsmechaniker [24412]; Mechatroniker [26112]; Elektroniker der Fachrichtung Energie- und Gebäudetechnik [26212421]; Berufskraftfahrer [52122]; Metallbauer [24412]; Fachinformatiker für Anwendungsentwicklung [43412]; Fachinformatiker für Systemintegration [43102]",,,https://www.ers-hameln.de/
