schule,schuleLabel,koord,adresse,gründung,jedeschuleID,schulnummer,ausbildungsberufe,teil_von,besteht_aus,website
http://www.wikidata.org/entity/Q133869913,Berufskolleg im Bildungspark,Point(7.0143625 51.470748),"Blücherstr. 1, 45141 Essen",,NW-171633,171633,Friseur [82312310]; Erzieher [–]; Fachverkäufer im Lebensmittelhandwerk (Bäckerei) [62312331]; Sozialassistent [–]; Kosmetiker [82322]; Kinderpfleger [–]; Fachverkäufer im Lebensmittelhandwerk (Konditorei) [62312332]; Hauswirtschafter [83212],,,http://www.berufskolleg-bildungspark.de
http://www.wikidata.org/entity/Q133869928,August-Griese-Berufskolleg,Point(8.7096624 52.1939988),"Jahnstr. 54-68, 32584 Löhne",,NW-187379,187379,"Zerspanungsmechaniker [24232]; Anlagenmechaniker für Sanitär-, Heizungs- und Klimatechnik [34212]; Kfz-Mechatroniker [25212]; Elektroniker für Gebäude- und Infrastruktursysteme [26212030]; Elektroniker für Betriebstechnik [26252310]; Elektroniker für Automatisierungstechnik [26122]; Fachkraft für Metalltechnik [25112]; Feinwerkmechaniker [24512]; Industriemechaniker [25102]; Maschinen- und Anlagenführer [25122]; Konstruktionsmechaniker [24412]; Kunststoff- und Kautschuktechnologe [22102]; Werkzeugmechaniker [24522]; Mechatroniker [26112]; Stanz- und Umformmechaniker [24212]; Elektroniker der Fachrichtung Energie- und Gebäudetechnik [26212421]; Metallbauer [24412]; Fachinformatiker für Anwendungsentwicklung [43412]; Fachinformatiker Digitale Vernetzung [43112]; Fachinformatiker für Systemintegration [43102]; Fachinformatiker Daten- und Prozessanalyse [43112]; Land- und Baumaschinenmechatroniker [25222]",,,http://www.agb-loehne.de
http://www.wikidata.org/entity/Q133869939,Berufskolleg Eifel,Point(6.5522982 50.5384249),"Loshardt 2, 53925 Kall",,NW-175500,175500,Friseur [82312310]; Zahnmedizinischer Fachangestellter [81112]; Verkäufer [62102]; Bankkaufmann [72112010]; Industriekaufmann [71302]; Kaufmann für Groß- und Außenhandelsmanagement [61212]; Kaufmann für Büromanagement [71402]; Kaufmann im Einzelhandel [62102010]; Medizinischer Fachangestellter [81102]; Verwaltungsfachangestellter [73202],,,https://www.bkeifel.de/
http://www.wikidata.org/entity/Q133869997,Berufskolleg für Technik Moers,Point(6.6255477 51.4583404),"Repelener Str. 91, 47441 Moers",,NW-174105,174105,"Zerspanungsmechaniker [24232]; Maler und Lackierer [33212]; Tischler [22342350]; Anlagenmechaniker für Sanitär-, Heizungs- und Klimatechnik [34212]; Kfz-Mechatroniker [25212]; Gestaltungstechnischer Assistent [–]; Fachkraft für Metalltechnik [25112]; Industriemechaniker [25102]; Konstruktionsmechaniker [24412]; Informationstechnischer Assistent [–]; Elektroniker der Fachrichtung Energie- und Gebäudetechnik [26212421]; Berufskraftfahrer [52122]; Metallbauer [24412]; Fachinformatiker für Anwendungsentwicklung [43412]; Fachinformatiker Digitale Vernetzung [43112]; Fachinformatiker für Systemintegration [43102]; Fachinformatiker Daten- und Prozessanalyse [43112]; Land- und Baumaschinenmechatroniker [25222]",,,http://www.bk-technik-moers.de
http://www.wikidata.org/entity/Q133871063,Hansa-Berufskolleg Unna,Point(7.6887737 51.545602),"Platanenallee 41-43, 59425 Unna",,NW-182266,182266,Rechtsanwalts- und Notarfachangestellter [73112]; Zahnmedizinischer Fachangestellter [81112]; Verkäufer [62102]; Bankkaufmann [72112010]; Fachlagerist [51312]; Fachkraft für Lagerlogistik [51312]; Kaufmann für Spedition und Logistikdienstleistung [51622]; Kaufmann für IT-System-Management [43232]; Industriekaufmann [71302]; Kaufmann für Groß- und Außenhandelsmanagement [61212]; Kaufmann für Büromanagement [71402]; Kaufmann im Einzelhandel [62102010]; Medizinischer Fachangestellter [81102]; Kaufmann für Digitalisierungsmanagement [43112],,,https://hansa-berufskolleg-unna.de/
http://www.wikidata.org/entity/Q133871094,Carl-Severing-Berufskolleg für Wirtschaft und Verwaltung,Point(8.5518743 52.0234139),"Bleichstr. 12, 33607 Bielefeld",,NW-192454,192454,Automobilkaufmann [62272]; Fachkraft für Schutz und Sicherheit [53112]; Kaufmann für IT-System-Management [43232]; Medienkaufmann Digital und Print [92302]; Kaufmann für Dialogmarketing [92122]; Kaufmann für Marketingkommunikation [92112]; Kaufmann für Büromanagement [71402]; Kaufmann im Einzelhandel [62102010]; Tourismuskaufmann [63112310]; Kaufmann für Digitalisierungsmanagement [43112],,Carl-Severing-Berufskolleg für Wirtschaft und Verwaltung Standort Grasmückenweg,http://www.csbwv.de
http://www.wikidata.org/entity/Q133871108,Geschwister-Scholl-Berufskolleg Leverkusen,Point(7.0016557 51.0416598),"Bismarckstr. 207-209, 51373 Leverkusen",,NW-172250,172250,Friseur [82312310]; Kfz-Mechatroniker [25212]; Erzieher [–]; Industrieelektriker [26302]; Elektroniker für Betriebstechnik [26252310]; Sozialassistent [–]; Kosmetiker [82322]; Kinderpfleger [–]; Elektroniker der Fachrichtung Energie- und Gebäudetechnik [26212421],,,http://www.gsbk-lev.de
http://www.wikidata.org/entity/Q133871746,Paul-Ehrlich-Berufskolleg Dortmund,Point(7.4753422 51.4774084),"Hacheneyer Str. 177, 44265 Dortmund",,NW-179978,179978,Friseur [82312310]; Baumschuler [12122611]; Gartenbaufachwerker [12102630]; Kosmetiker [82322]; Florist [12202]; Gärtner Fachrichtung Garten- und Landschaftsbau [12142613]; Gärtner Fachrichtung Friedhofsgärtnerei [12132612]; Gärtner Fachrichtung Gemüsebau [12112614]; Gärtner Fachrichtung Zierpflanzenbau [12122618]; Gärtner Fachrichtung Staudengärtnerei [12122617]; Gärtner Fachrichtung Obstbau [12112616],,,http://www.pebk.de
http://www.wikidata.org/entity/Q133871756,Berufskolleg Dieringhausen,Point(7.5474661 50.9823813),"Ernst-Zimmermann-Str. 26, 51645 Gummersbach",,NW-175651,175651,Erzieher [–]; Sozialassistent [–]; Informationstechnischer Assistent [–]; Kinderpfleger [–],,,http://www.berufskolleg-dieringhausen.de
http://www.wikidata.org/entity/Q133871774,Bergisches Berufskolleg,Point(7.3967064 51.1147863),"Ringstr. 42, 51688 Wipperfürth",,NW-175833,175833,Friseur [82312310]; Landwirt [11102]; Zerspanungsmechaniker [24232]; Verkäufer [62102]; Kfz-Mechatroniker [25212]; Automobilkaufmann [62272]; Bestattungsfachkraft [82402]; Erzieher [–]; Fachkraft für Metalltechnik [25112]; Sozialassistent [–]; Kaufmann für IT-System-Management [43232]; Industriekaufmann [71302]; Industriemechaniker [25102]; Maschinen- und Anlagenführer [25122]; Steuerfachangestellter [72302]; Informationstechnischer Assistent [–]; Kaufmann für Büromanagement [71402]; Kaufmann im Einzelhandel [62102010]; Kaufmann für Digitalisierungsmanagement [43112]; Fachinformatiker für Anwendungsentwicklung [43412]; Fachinformatiker für Systemintegration [43102]; Fachinformatiker Daten- und Prozessanalyse [43112]; Gärtner Fachrichtung Garten- und Landschaftsbau [12142613],,Bergisches Berufskolleg Standort Wermelskirchen,http://www.berufskolleg.schule
http://www.wikidata.org/entity/Q133874070,Käthe-Kollwitz-Berufskolleg Oberhausen,Point(6.8609684 51.5070134),"Richard-Wagner-Allee 40, 46117 Oberhausen",,NW-172741,172741,Friseur [82312310]; Fachverkäufer im Lebensmittelhandwerk (Bäckerei) [62312331]; Sozialassistent [–]; Kinderpfleger [–]; Fachverkäufer im Lebensmittelhandwerk (Konditorei) [62312332],,,https://www.kkbk-ob.de/
http://www.wikidata.org/entity/Q133874100,Berufskolleg Niederberg,Point(7.0622066 51.3387556),"Langenberger Str. 120, 42551 Velbert",,NW-173575,173575,Zerspanungsmechaniker [24232]; Kfz-Mechatroniker [25212]; Elektroniker für Betriebstechnik [26252310]; Elektroniker für Geräte und Systeme [26302]; Fachkraft für Lagerlogistik [51312]; Fachkraft für Metalltechnik [25112]; Industriekaufmann [71302]; Industriemechaniker [25102]; Maschinen- und Anlagenführer [25122]; Werkzeugmechaniker [24522]; Kaufmann für Büromanagement [71402]; Kaufmann im Einzelhandel [62102010]; Mechatroniker [26112],,,http://www.berufskolleg-niederberg.de
http://www.wikidata.org/entity/Q133874311,Berufskolleg Kaufmannsschule der Stadt Krefeld,Point(6.5450018 51.3371821),"Neuer Weg 121, 47803 Krefeld",,NW-172212,172212,Rechtsanwalts- und Notarfachangestellter [73112]; Automobilkaufmann [62272]; Bankkaufmann [72112010]; Fachlagerist [51312]; Fachinformatiker [43102039]; Fachkraft für Lagerlogistik [51312]; Fachverkäufer im Lebensmittelhandwerk [62302359]; Kaufmann für IT-System-Management [43232]; Industriekaufmann [71302]; Kaufmann für Groß- und Außenhandelsmanagement [61212]; Pharmazeutisch-kaufmännischer Angestellter [62412]; Steuerfachangestellter [72302]; Kaufmann für Büromanagement [71402]; Kaufmann im Einzelhandel [62102010]; Kaufmann für Digitalisierungsmanagement [43112]; Kaufmann für Versicherungen und Finanzanlagen [72132],,,http://www.kaufmannsschule.de
http://www.wikidata.org/entity/Q133874374,Städtisches Berufskolleg für Wirtschaft und Verwaltung Leverkusen,Point(7.007826 51.0329874),"Bismarckstr. 211, 51373 Leverkusen",,NW-172236,172236,Zahnmedizinischer Fachangestellter [81112]; Bankkaufmann [72112010]; Fachkraft für Lagerlogistik [51312]; Fachkraft für Schutz und Sicherheit [53112]; Industriekaufmann [71302]; Kaufmann für Büromanagement [71402]; Kaufmann im Einzelhandel [62102010]; Medizinischer Fachangestellter [81102],,,https://www.bklwv.de
http://www.wikidata.org/entity/Q133867916,Berufskolleg Volksgartenstraße,Point(6.4526065 51.1900555),"Volksgartenstr. 124, 41065 Mönchengladbach",,NW-172455,172455,Zahnmedizinischer Fachangestellter [81112]; Rechtsanwaltsfachangestellter [73112]; Bankkaufmann [72112010]; Immobilienkaufmann [61312]; Industriekaufmann [71302]; Justizfachangestellter [73252]; Kaufmann für Dialogmarketing [92122]; Kaufmann im Gesundheitswesen [73222]; Kaufmännischer Assistent [–]; Servicefachkraft für Dialogmarketing [92122]; Pharmazeutisch-kaufmännischer Angestellter [62412]; Steuerfachangestellter [72302]; Kaufmann für Büromanagement [71402]; Medizinischer Fachangestellter [81102]; Kaufmann für Versicherungen und Finanzanlagen [72132]; Fachpraktiker Lager [51312120],Europaschule,,http://www.bkvgs.de
http://www.wikidata.org/entity/Q133868049,Berufskolleg Platz der Republik,Point(6.4487701 51.1972258),"Platz der Republik 1, 41065 Mönchengladbach",,NW-172467,172467,Zerspanungsmechaniker [24232]; Maler und Lackierer [33212]; Tischler [22342350]; Fachkraft für Metalltechnik [25112]; Fluggerätemechaniker [25232]; Geomatiker [31222]; IT-Systemelektroniker [26312]; Konstruktionsmechaniker [24412]; Mediengestalter Digital und Print [61122]; Vermessungstechniker [31212710]; Fluggerätelektroniker [26332]; Elektroniker der Fachrichtung Energie- und Gebäudetechnik [26212421]; Metallbauer [24412]; Fachinformatiker für Anwendungsentwicklung [43412]; Fachinformatiker für Systemintegration [43102],,,http://www.bk-tm.de
http://www.wikidata.org/entity/Q133868063,Anne-Frank-Berufskolleg,Point(7.6524352 51.9591865),"Manfred-von-Richthofen-Straße 39, 48145 Münster",,NW-177076,177076,Friseur [82312310]; Erzieher [–]; Sozialassistent [–]; Kosmetiker [82322]; Kinderpfleger [–]; Florist [12202]; Hauswirtschafter [83212]; Fachpraktiker Hauswirtschaft [83212040]; Fachpraktiker für personenbezogene Serviceleistungen [83212050],,,http://www.anne-frank-berufskolleg.de
http://www.wikidata.org/entity/Q133868084,Josef-Pieper-Schule,Point(7.4223205 52.2990509),"Salinenstr. 109, 48432 Rheine",,NW-178093,178093,Erzieher [–]; Heilpädagoge [–]; Heilerziehungspfleger [–],,,http://www.josef-pieper-schule.de
http://www.wikidata.org/entity/Q133868090,Hubertus-Schwartz-Berufskolleg,Point(8.0961051 51.5742153),"Hattroper Weg 16, 59494 Soest",,NW-187537,187537,Rechtsanwalts- und Notarfachangestellter [73112]; Zahnmedizinischer Fachangestellter [81112]; Verkäufer [62102]; Automobilkaufmann [62272]; Bankkaufmann [72112010]; Industriekaufmann [71302]; Kaufmann für Groß- und Außenhandelsmanagement [61212]; Kaufmännischer Assistent [–]; Steuerfachangestellter [72302]; Kaufmann für Büromanagement [71402]; Kaufmann im Einzelhandel [62102010]; Medizinischer Fachangestellter [81102]; Verwaltungsfachangestellter [73202]; Kaufmann im E-Commerce [61282],Europaschule,,http://www.hubertus-schwartz-soest.de
http://www.wikidata.org/entity/Q133868100,Berufskolleg Simmerath/Stolberg,Point(6.2323676 50.7748831),"Am Obersteinfeld 8, 52222 Stolberg (Rhld.)",,NW-176382,176382,Erzieher [–]; Chemisch-Technischer Assistent [–]; Kinderpfleger [–],,Berufskolleg Simmerath/Stolberg Standort Simmerath,http://www.bksimmerathstolberg.de/
http://www.wikidata.org/entity/Q133868122,Berufskolleg am Haspel,Point(7.1652368 51.2589489),"Haspeler Str. 25, 42285 Wuppertal",,NW-173186,173186,Friseur [82312310]; Maler und Lackierer [33212]; Tischler [22342350]; Biologielaborant [41212010]; Chemielaborjungwerker [41322]; Chemikant [41312]; Gestaltungstechnischer Assistent [–]; Elektroniker für Betriebstechnik [26252310]; Elektroniker für Automatisierungstechnik [26122]; Fahrzeuglackierer [22212]; IT-Systemelektroniker [26312]; Produktionsfachkraft Chemie [41312040]; Kaufmann für IT-System-Management [43232]; Lacklaborant [22222]; Chemielaborant [41322010]; Mechatroniker [26112]; Elektroniker der Fachrichtung Energie- und Gebäudetechnik [26212421]; Kaufmann für Digitalisierungsmanagement [43112]; Fachinformatiker Digitale Vernetzung [43112]; Fachinformatiker für Systemintegration [43102]; Fachinformatiker Daten- und Prozessanalyse [43112],,,http://www.berufskolleg-am-haspel.de
http://www.wikidata.org/entity/Q133868147,Berufskolleg Barmen Europaschule,Point(7.2168039 51.2759925),"Sternstr. 75, 42275 Wuppertal",,NW-173162,173162,Verkäufer [62102]; Bankkaufmann [72112010]; Kaufmann für Spedition und Logistikdienstleistung [51622]; Kaufmann für IT-System-Management [43232]; Industriekaufmann [71302]; Kaufmann im Gesundheitswesen [73222]; Kaufmann für Groß- und Außenhandelsmanagement [61212]; Steuerfachangestellter [72302]; Kaufmann für Büromanagement [71402]; Kaufmann im Einzelhandel [62102010]; Kaufmann im E-Commerce [61282]; Kaufmann für Digitalisierungsmanagement [43112]; Fachinformatiker für Anwendungsentwicklung [43412]; Kaufmann für Versicherungen und Finanzanlagen [72132],Europaschule,,http://www.bkb-europaschule.de
http://www.wikidata.org/entity/Q133868477,Berufskolleg Kreis Höxter,Point(9.1762868 51.7154877),"Klöckerstr. 10, 33034 Brakel",,NW-178950,178950,"Fachinformatiker für Anwendungsentwicklung [43412]; Fachinformatiker für Systemintegration [43102]; Land- und Baumaschinenmechatroniker [25222]; Friseur [82312310]; Maler und Lackierer [33212]; Tischler [22342350]; Maurer [32122]; Anlagenmechaniker für Sanitär-, Heizungs- und Klimatechnik [34212]; Kfz-Mechatroniker [25212]; Ausbaufacharbeiter [33302320]; Fachlagerist [51312]; Fachkraft für Lagerlogistik [51312]; Fachkraft für Metalltechnik [25112]; Fahrzeuglackierer [22212]; Hochbaufacharbeiter [32102]; Holzmechaniker [22342]; Industriemechaniker [25102]; Maschinen- und Anlagenführer [25122]; Konstruktionsmechaniker [24412]; Tiefbaufacharbeiter [32202]; Elektroniker der Fachrichtung Energie- und Gebäudetechnik [26212421]; Berufskraftfahrer [52122]; Bauten- und Objektbeschichter [33212320]; Metallbauer [24412]",,Berufskolleg Höxter Standort Höxter,http://www.bkhx.de
http://www.wikidata.org/entity/Q133868487,Berufskolleg Brilon,Point(8.5825 51.4055),"Zur Jakobuslinde 30, 59929 Brilon",,NW-181249,181249,Verkäufer [62102]; Bankkaufmann [72112010]; Industriekaufmann [71302]; Kaufmann für Büromanagement [71402]; Kaufmann im Einzelhandel [62102010]; Medizinischer Fachangestellter [81102],,,http://www.berufskolleg-brilon.de
http://www.wikidata.org/entity/Q133868701,Berufskolleg Geldern,Point(6.3200952 51.5110174),"Am Nierspark 35, 47608 Geldern",,NW-173708,173708,Bäcker [29222310]; Tischler [22342350]; Maurer [32122]; Fleischer [29232]; Dachdecker [32142330]; Verkäufer [62102]; Kfz-Mechatroniker [25212]; Fachverkäufer im Lebensmittelhandwerk (Bäckerei) [62312331]; Feinwerkmechaniker [24512]; Industriekaufmann [71302]; Kaufmann für Groß- und Außenhandelsmanagement [61212]; Kaufmann für Büromanagement [71402]; Kaufmann im Einzelhandel [62102010]; Verwaltungsfachangestellter [73202]; Elektroniker der Fachrichtung Energie- und Gebäudetechnik [26212421]; Metallbauer [24412],,Berufskolleg Geldern Außenstelle Straelen,http://berufskolleg-geldern.de
http://www.wikidata.org/entity/Q133868817,Kaufmannsschule I - Berufskolleg der Stadt Hagen,Point(7.4712188 51.3613773),"Springmannstr. 7, 58095 Hagen",,NW-180452,180452,Zahnmedizinischer Fachangestellter [81112]; Automobilkaufmann [62272]; Bankkaufmann [72112010]; Fachlagerist [51312]; Eisenbahner im Betriebsdienst [52202]; Fachkraft für Lagerlogistik [51312]; Kaufmann für IT-System-Management [43232]; Industriekaufmann [71302]; Kaufmann für Groß- und Außenhandelsmanagement [61212]; Personaldienstleistungskaufmann [71522]; Pharmazeutisch-kaufmännischer Angestellter [62412]; Steuerfachangestellter [72302]; Kaufmann für Büromanagement [71402]; Medizinischer Fachangestellter [81102]; Verwaltungsfachangestellter [73202]; Tourismuskaufmann [63112310]; Kaufmann im E-Commerce [61282]; Kaufmann für Digitalisierungsmanagement [43112]; Eisenbahner in der Zugverkehrssteuerung [51522],,,http://www.k1-hagen.de
http://www.wikidata.org/entity/Q133868858,Katholisches Berufskolleg Johannes-Kessels-Akademie Essen,Point(7.0022838 51.3937407),"Ludgerusstr. 74, 5239 Essen",,NW-171943,171943,Erzieher [–]; Sozialassistent [–]; Kinderpfleger [–],,,https://www.jka-essen.de/jkaessen
http://www.wikidata.org/entity/Q133868870,Berufskolleg Fleischerhandwerk,Point(7.0231617 51.4667289),"Lützowstr. 20, 45141 Essen",,NW-171580,171580,Fleischer [29232]; Fachverkäufer im Lebensmittelhandwerk (Fleischerei) [62322313],,,http://www.bif-essen.de
http://www.wikidata.org/entity/Q133868895,Berufskolleg Gladbeck,Point(6.9824011 51.5764274),"Herderstr. 3, 45964 Gladbeck",,NW-177027,177027,Friseur [82312310]; Maler und Lackierer [33212]; Tischler [22342350]; Verkäufer [62102]; Kfz-Mechatroniker [25212]; Bankkaufmann [72112010]; Fachkraft für Veranstaltungstechnik [94512]; Industriekaufmann [71302]; Steuerfachangestellter [72302]; Kaufmann im Einzelhandel [62102010]; Elektroniker der Fachrichtung Energie- und Gebäudetechnik [26212421]; Berufskraftfahrer [52122],,,http://www.berufskolleg-gladbeck.de
http://www.wikidata.org/entity/Q133868911,Berufskolleg Königstraße,Point(7.0902319 51.5153964),"Königstr. 1, 45881 Gelsenkirchen",,NW-176795,176795,Friseur [82312310]; Koch [29302]; Bäcker [29222310]; Rechtsanwalts- und Notarfachangestellter [73112]; Bankkaufmann [72112010]; Fachkraft für Gastronomie [63302]; Fachkraft für Lebensmitteltechnik [29202]; Fachmann für Systemgastronomie [63312]; Fachverkäufer im Lebensmittelhandwerk (Bäckerei) [62312331]; Immobilienkaufmann [61312]; Steuerfachangestellter [72302]; Hotelfachmann [63222]; Fachverkäufer im Lebensmittelhandwerk (Konditorei) [62312332]; Fachkraft Küche [29302060]; Fachpraktiker Hauswirtschaft [83212040]; Fachpraktiker Küche [29302050]; Fachkraft für Restaurants und Veranstaltungsgastronomie [63302100]; Kaufmann für Versicherungen und Finanzanlagen [72132]; Fachpraktiker im Verkauf [62102]; Fachpraktiker für personenbezogene Serviceleistungen [83212050],,,http://www.bkkoe.de
http://www.wikidata.org/entity/Q133868953,Berufskolleg Bergisch Gladbach,Point(7.1437858 50.9732862),"Bensberger Str. 140, 51469 Bergisch Gladbach",,NW-175791,175791,Friseur [82312310]; Koch [29302]; Bäcker [29222310]; Maler und Lackierer [33212]; Tischler [22342350]; Kfz-Mechatroniker [25212]; Erzieher [–]; Fachkraft für Gastronomie [63302]; Fachverkäufer im Lebensmittelhandwerk (Bäckerei) [62312331]; Sozialassistent [–]; Elektrotechnischer Assistent für Elektronik und Datentechnik [–]; Informationstechnischer Assistent [–]; Kinderpfleger [–]; Elektroniker der Fachrichtung Energie- und Gebäudetechnik [26212421]; Heilerziehungspfleger [–]; Hotelfachmann [63222]; Fachkraft Küche [29302060]; Metallbauer [24412]; Hauswirtschafter [83212],,,http://www.bkgl.de
http://www.wikidata.org/entity/Q133875940,Berufskolleg Meschede,Point(8.2835744 51.3595518),"Dünnefeldweg 5, 59872 Meschede",,NW-181808,181808,Fachkraft für Lagerlogistik [51312]; Fachkraft für Metalltechnik [25112]; Fachmann für Systemgastronomie [63312]; Feinwerkmechaniker [24512]; Kaufmann für Hotelmanagement [63212]; IT-Systemelektroniker [26312]; Kaufmann für IT-System-Management [43232]; Industriekaufmann [71302]; Industriemechaniker [25102]; Informationselektroniker [26312]; Maschinen- und Anlagenführer [25122]; Kaufmann für Groß- und Außenhandelsmanagement [61212]; Kaufmännischer Assistent [–]; Konstruktionsmechaniker [24412]; Kunststoff- und Kautschuktechnologe [22102]; Werkzeugmechaniker [24522]; Kaufmann für Büromanagement [71402]; Kaufmann im Einzelhandel [62102010]; Stanz- und Umformmechaniker [24212]; Verwaltungsfachangestellter [73202]; Straßenbauer [32222]; Elektroniker der Fachrichtung Energie- und Gebäudetechnik [26212421]; Hotelfachmann [63222]; Fachkraft Küche [29302060]; Kaufmann für Digitalisierungsmanagement [43112]; Metallbauer [24412]; Gießereimechaniker [24132]; Fachinformatiker für Anwendungsentwicklung [43412]; Fachinformatiker für Systemintegration [43102]; Fachkraft für Restaurants und Veranstaltungsgastronomie [63302100]; Kaufmann für Versicherungen und Finanzanlagen [72132]; Zimmerer [33322320]; Koch [29302]; Bäcker [29222310]; Zerspanungsmechaniker [24232]; Rechtsanwalts- und Notarfachangestellter [73112]; Maurer [32122]; Zahnmedizinischer Fachangestellter [81112]; Dachdecker [32142330]; Rechtsanwaltsfachangestellter [73112]; Verkäufer [62102]; Fachkraft für Gastronomie [63302]; Fachlagerist [51312]; Elektroniker für Betriebstechnik [26252310]; Elektroniker für Automatisierungstechnik [26122]; Elektroniker für Geräte und Systeme [26302]; Patentanwaltsfachangestellter [73112],,,http://www.berufskolleg-meschede.de
http://www.wikidata.org/entity/Q133876044,Berufskolleg Olpe,Point(7.8467936 51.02447),"Kurfürst-Heinrich-Str. 34-36, 57462 Olpe",,NW-181870,181870,Rechtsanwalts- und Notarfachangestellter [73112]; Zahnmedizinischer Fachangestellter [81112]; Bankkaufmann [72112010]; Fachlagerist [51312]; Fachkraft für Lagerlogistik [51312]; Industriekaufmann [71302]; Kaufmann für Groß- und Außenhandelsmanagement [61212]; Kaufmann für Büromanagement [71402]; Kaufmann im Einzelhandel [62102010]; Medizinischer Fachangestellter [81102],,,http://www.berufskolleg-olpe.de
http://www.wikidata.org/entity/Q133876148,Berufskolleg Wirtschaft und Verwaltung des Kreises Siegen-Wittgenstein,Point(8.0100014 50.8786336),"Am Stadtwald 27, 57072 Siegen",,NW-181973,181973,Rechtsanwalts- und Notarfachangestellter [73112]; Zahnmedizinischer Fachangestellter [81112]; Verkäufer [62102]; Automobilkaufmann [62272]; Bankkaufmann [72112010]; Fachlagerist [51312]; Fachkraft für Lagerlogistik [51312]; Kaufmann für Spedition und Logistikdienstleistung [51622]; Kaufmann für IT-System-Management [43232]; Industriekaufmann [71302]; Kaufmann für Groß- und Außenhandelsmanagement [61212]; Steuerfachangestellter [72302]; Kaufmann für Büromanagement [71402]; Kaufmann im Einzelhandel [62102010]; Medizinischer Fachangestellter [81102]; Verwaltungsfachangestellter [73202]; Kaufmann für Digitalisierungsmanagement [43112]; Kaufmann für Versicherungen und Finanzanlagen [72132],,,http://www.berufskolleg-wirtschaft.de
http://www.wikidata.org/entity/Q133876214,Berufskolleg Bachstraße,Point(6.8042252 51.2105213),"Schmiedestr. 17, 40227 Düsseldorf",,NW-187689,187689,Verkäufer [62102]; Automobilkaufmann [62272]; Buchhändler [62512]; Fachlagerist [51312]; Fachangestellter für Medien- und Informationsdienste [73332]; Fachkraft für Lagerlogistik [51312]; Kaufmännischer Assistent [–]; Pharmazeutisch-kaufmännischer Angestellter [62412]; Sport- und Fitnesskaufmann [63122]; Sportfachmann [63122]; Veranstaltungskaufmann [63402]; Drogist [62412]; Kaufmann im Einzelhandel [62102010]; Tourismuskaufmann [63112310],,,http://www.bkb-duesseldorf.de
http://www.wikidata.org/entity/Q133868171,Carl-Severing-Berufskolleg für Metall- und Elektrotechnik,Point(8.5492588 52.0223891),"Hermann-Delius-Str. 4, 33607 Bielefeld",,NW-191292,191292,"Zerspanungsmechaniker [24232]; Anlagenmechaniker für Sanitär-, Heizungs- und Klimatechnik [34212]; Kfz-Mechatroniker [25212]; Industrieelektriker [26302]; Elektroniker für Betriebstechnik [26252310]; Elektroniker für Automatisierungstechnik [26122]; Elektroniker für Geräte und Systeme [26302]; Fachangestellter für Bäderbetriebe [53142]; Fachkraft für Metalltechnik [25112]; Fachkraft für Veranstaltungstechnik [94512]; Fachkraft im Fahrbetrieb [52132]; Fahrradmonteur [25252]; Feinwerkmechaniker [24512]; IT-Systemelektroniker [26312]; Industriemechaniker [25102]; Maschinen- und Anlagenführer [25122]; Karosserie- und Fahrzeugbaumechaniker [25212]; Konstruktionsmechaniker [24412]; Mechatroniker für Kältetechnik [34232]; Technischer Produktdesigner [27212]; Technischer Systemplaner [27212]; Werkzeugmechaniker [24522]; Mechatroniker [26112]; Elektroniker der Fachrichtung Energie- und Gebäudetechnik [26212421]; Berufskraftfahrer [52122]; Zweiradmechatroniker [25252]; Elektroniker für Gebäudesystemintegration [26212410]; Elektroniker Fachrichtung Automatisierungs- und Systemtechnik [26122352]; Metallbauer [24412]; Gießereimechaniker [24132]; Fachinformatiker für Anwendungsentwicklung [43412]; Fachinformatiker Digitale Vernetzung [43112]; Fachinformatiker für Systemintegration [43102]; Fachinformatiker Daten- und Prozessanalyse [43112]",,,http://www.csbme.de
http://www.wikidata.org/entity/Q133868195,Berufskolleg Ahlen,Point(7.8926296 51.7543972),"Im Pattenmeicheln 12, 59229 Ahlen",,NW-177556,177556,Zahnmedizinischer Fachangestellter [81112]; Verkäufer [62102]; Bankkaufmann [72112010]; Industriekaufmann [71302]; Kaufmann für Groß- und Außenhandelsmanagement [61212]; Kaufmann für Büromanagement [71402]; Kaufmann im Einzelhandel [62102010]; Medizinischer Fachangestellter [81102],,,https://www.berufskolleg-ahlen.de/
http://www.wikidata.org/entity/Q133868203,Berufskolleg Am Eichholz,Point(8.0686862 51.3926094),"Feauxweg 24, 59821 Arnsberg",,NW-181122,181122,Friseur [82312310]; Erzieher [–]; Fachverkäufer im Lebensmittelhandwerk (Bäckerei) [62312331]; Sozialassistent [–]; Konditor [29222]; Kinderpfleger [–]; Forstwirt [11712]; Fachverkäufer im Lebensmittelhandwerk (Konditorei) [62312332]; Gärtner Fachrichtung Garten- und Landschaftsbau [12142613],,,http://www.berufskolleg-am-eichholz.de
