QID,schoolLabel,namedAfter
http://www.wikidata.org/entity/Q134083843,"Berufliches Schulzentrum für Technik und Hauswirtschaft ""Dr. Friedrich Dittes""",Friedrich Dittes
http://www.wikidata.org/entity/Q134127167,Hein-Moeller-Schule,Hein Moeller
http://www.wikidata.org/entity/Q134288190,Ignaz-Roth-Schule,Ignaz Roth
http://www.wikidata.org/entity/Q134367164,Sebastian-Lucius-Schule Erfurt,Sebastian Lucius
http://www.wikidata.org/entity/Q134171243,"Oberstufenzentrum ""Alfred Flakowski""",Alfred Flakowski
http://www.wikidata.org/entity/Q134083995,Berufliches Schulzentrum Christoph Lüders Görlitz,Johann Christoph Lüders
http://www.wikidata.org/entity/Q134366915,Marie-Elise-Kayser-Schule Erfurt,Marie Elise Kayser
http://www.wikidata.org/entity/Q134288386,Julius-Wegeler-Schule,Julius Wegeler
http://www.wikidata.org/entity/Q134107097,Conerus-Schule,Peter Friedrich Conerus
http://www.wikidata.org/entity/Q134355982,Louis-Lepoix-Schule Baden-Baden,Louis Lucien Lepoix
http://www.wikidata.org/entity/Q134318851,Jobelmann-Schule,Wilhelm Heinrich Jobelmann
http://www.wikidata.org/entity/Q134170426,"Oberstufenzentrum ""Gebrüder Reichstein""",Carl Reichstein; Adolf Reichstein; Hermann Reichstein
http://www.wikidata.org/entity/Q134170674,"Oberstufenzentrum ""Johanna Just""",Johanna Just
http://www.wikidata.org/entity/Q134170852,Georg-Mendheim-Oberstufenzentrum,Georg Mendheim
http://www.wikidata.org/entity/Q134087098,Inge Katz Schule,Inge Katz
http://www.wikidata.org/entity/Q134288917,Ilse-Lang-Schule,Ilse Lang
http://www.wikidata.org/entity/Q134367016,"Staatliches Berufsbildungszentrum ""Ernst Arnold"" Greiz-Zeulenroda",Ernst Arnold
http://www.wikidata.org/entity/Q133890686,Ludwig-Erhard-Berufskolleg Münster,Ludwig Erhard
http://www.wikidata.org/entity/Q133889454,Reichspräsident-Friedrich-Ebert-Schule,Friedrich Ebert
http://www.wikidata.org/entity/Q133928292,Friedrich-Ebert-Schule Esslingen am Neckar,Friedrich Ebert
http://www.wikidata.org/entity/Q133928441,Johannes-Gutenberg-Schule Heidelberg,Johannes Gutenberg
http://www.wikidata.org/entity/Q133890431,Max-Weber-Berufskolleg Düsseldorf,Max Weber
http://www.wikidata.org/entity/Q133934054,Max-Weber-Schule Freiburg,Max Weber
http://www.wikidata.org/entity/Q133932129,Robert-Schuman-Schule Baden-Baden,Robert Schuman
http://www.wikidata.org/entity/Q133895588,Justus-von-Liebig-Schule Aalen,Justus von Liebig
http://www.wikidata.org/entity/Q133932572,Bertha-von-Suttner-Schule Ettlingen,Bertha von Suttner
http://www.wikidata.org/entity/Q133934260,Carl-Benz-Schule Gaggenau,Carl Benz
http://www.wikidata.org/entity/Q133889029,Werner-Heisenberg-Schule Rüsselsheim am Main,Werner Heisenberg
http://www.wikidata.org/entity/Q133928906,Robert-Mayer-Schule Stuttgart,Robert Mayer
http://www.wikidata.org/entity/Q133934200,Droste-Hülshoff-Schule Friedrichshafen,Annette von Droste-Hülshoff
http://www.wikidata.org/entity/Q133895753,Matthias-Erzberger-Schule,Matthias Erzberger
http://www.wikidata.org/entity/Q133894060,August-Horch-Schule BBS Andernach,August Horch
http://www.wikidata.org/entity/Q133931860,Hannah-Arendt-Schule,Hannah Arendt
http://www.wikidata.org/entity/Q133930693,Walter-Gropius-Schule Hildesheim,Walter Gropius
http://www.wikidata.org/entity/Q133934212,Hugo-Eckener-Schule,Hugo Eckener
http://www.wikidata.org/entity/Q133934028,Friedrich-Weinbrenner-Gewerbeschule,Friedrich Weinbrenner
http://www.wikidata.org/entity/Q133889543,Alice-Eleonoren-Schule,Eleonore zu Solms-Hohensolms-Lich; Alix von Hessen-Darmstadt
http://www.wikidata.org/entity/Q133895960,Johann-Philipp-Palm-Schule,Johann Philipp Palm
http://www.wikidata.org/entity/Q133888551,Franz-Böhm-Schule,Franz Böhm
http://www.wikidata.org/entity/Q133932263,Willy-Hellpach-Schule,Willy Hellpach
http://www.wikidata.org/entity/Q133932547,Albert-Schäffle-Schule Nürtingen,Albert Schäffle
http://www.wikidata.org/entity/Q133897056,Claude-Dornier-Schule,Claude Dornier
http://www.wikidata.org/entity/Q133895862,Fritz-Erler-Schule Tuttlingen,Fritz Erler
http://www.wikidata.org/entity/Q133932623,Louise-Otto-Peters-Schule Hockenheim,Louise Otto-Peters
http://www.wikidata.org/entity/Q133930688,Herman-Nohl-Schule Hildesheim,Herman Nohl
http://www.wikidata.org/entity/Q133932208,Dorothea-Schlözer-Schule,Dorothea Schlözer
http://www.wikidata.org/entity/Q133926552,Karl-Arnold-Schule Biberach an der Riß,Karl Arnold
http://www.wikidata.org/entity/Q133934281,Emil-von-Behring-Schule Geislingen,Emil von Behring
http://www.wikidata.org/entity/Q133932338,Hermann-Gundert-Schule,Hermann Gundert
http://www.wikidata.org/entity/Q133897183,Heinrich-Wieland-Schule Pforzheim,Heinrich Otto Wieland
http://www.wikidata.org/entity/Q133895661,Edith-Stein-Schule Aulendorf,Edith Stein
http://www.wikidata.org/entity/Q133931000,Johann-Heinrich-von-Thünen-Schule Bremervörde,Johann Heinrich von Thünen
http://www.wikidata.org/entity/Q133932211,Elly-Heuss-Knapp-Schule,Elly Heuss-Knapp
http://www.wikidata.org/entity/Q133884443,Max-Eyth-Schule Alsfeld,Max Eyth
http://www.wikidata.org/entity/Q133889789,Max-Eyth-Schule Kassel,Max Eyth
http://www.wikidata.org/entity/Q133930985,Max-Eyth-Schule Schiffdorf,Max Eyth
http://www.wikidata.org/entity/Q133884502,Adolf-Reichwein-Schule Limburg a. d. Lahn,Adolf Reichwein
http://www.wikidata.org/entity/Q133889262,Adolf-Reichwein-Schule Marburg,Adolf Reichwein
http://www.wikidata.org/entity/Q133891951,"Anni-Albers-Schule für Mode, Medien und Gestaltung",Anni Albers
http://www.wikidata.org/entity/Q133896990,Philipp-Matthäus-Hahn Schule Balingen,Philipp Matthäus Hahn
http://www.wikidata.org/entity/Q133931048,Georg-von-Langen-Schule,Johann Georg von Langen
http://www.wikidata.org/entity/Q133934179,Luise-Büchner-Schule,Luise Büchner
http://www.wikidata.org/entity/Q133897042,Heinrich-Schickhardt-Schule Freudenstadt,Heinrich Schickhardt
http://www.wikidata.org/entity/Q133931009,Georg-Sonnin-Schule,Ernst Georg Sonnin
http://www.wikidata.org/entity/Q133889497,Wilhelm-Merton-Schule,Wilhelm Merton
http://www.wikidata.org/entity/Q133933727,Eugen-Grimminger-Schule,Eugen Grimminger
http://www.wikidata.org/entity/Q133895731,Eberhard-Gothein-Schule,Eberhard Gothein
http://www.wikidata.org/entity/Q133932212,Theodor-Litt-Schule,Theodor Litt
http://www.wikidata.org/entity/Q133929081,Heinrich-Lanz-Schule,Heinrich Lanz
http://www.wikidata.org/entity/Q133934237,Robert-Gerwig-Schule Furtwangen,Robert Gerwig
http://www.wikidata.org/entity/Q133931866,Emil-Possehl-Schule,Emil Possehl
http://www.wikidata.org/entity/Q133933898,Käthe-Kollwitz-Schule Esslingen,Käthe Kollwitz
http://www.wikidata.org/entity/Q133884520,Friedrich-List-Schule Darmstadt,Friedrich List
http://www.wikidata.org/entity/Q133890285,Friedrich-List-Berufskolleg Solingen,Friedrich List
http://www.wikidata.org/entity/Q133896155,Friedrich-List-Schule Karlsruhe,Friedrich List
http://www.wikidata.org/entity/Q133930701,Friedrich-List-Schule Hildesheim,Friedrich List
http://www.wikidata.org/entity/Q133932207,Friedrich-List-Schule Lübeck,Friedrich List
http://www.wikidata.org/entity/Q133889118,Schulze-Delitzsch-Schule,Hermann Schulze-Delitzsch
http://www.wikidata.org/entity/Q133897203,Erich-Hauser-Gewerbeschule Rottweil,Erich Hauser
http://www.wikidata.org/entity/Q133931771,Anna-Haag-Schule Backnang,Anna Haag
http://www.wikidata.org/entity/Q133889182,Arnold-Bode-Schule,Arnold Bode
http://www.wikidata.org/entity/Q133891986,Berufliche Schulen Berta Jourdan,Berta Jourdan
http://www.wikidata.org/entity/Q133932408,Carl-Helbing-Schule Emmendingen,Carl Helbing
http://www.wikidata.org/entity/Q133932498,Christian-Schmidt-Schule Neckarsulm,Christian Schmidt
http://www.wikidata.org/entity/Q133930025,Eugen-Reintjes-Schule,Eugen Reintjes
http://www.wikidata.org/entity/Q133895627,Ferdinand-von-Steinbeis-Schule Tuttlingen,Ferdinand von Steinbeis
http://www.wikidata.org/entity/Q133895643,Ferdinand-von-Steinbeis-Schule Ulm,Ferdinand von Steinbeis
http://www.wikidata.org/entity/Q133889166,Landrat-Gruber-Schule,Franz Gruber
http://www.wikidata.org/entity/Q133929363,Friedrich-August-Haselwander-Gewerbeschule,Friedrich August Haselwander
http://www.wikidata.org/entity/Q133888492,Heinrich-Kleyer-Schule Frankfurt,Heinrich Kleyer
http://www.wikidata.org/entity/Q133889666,Herwig-Blankertz-Schule,Herwig Blankertz
http://www.wikidata.org/entity/Q133932437,Johann-Jakob-Widmann-Schule,Johann Jakob Widmann
http://www.wikidata.org/entity/Q133897028,Willi-Burth-Schule Bad Saulgau,Willi Burth
http://www.wikidata.org/entity/Q133932210,Walther-Lehmkuhl-Schule,Walther Lehmkuhl
http://www.wikidata.org/entity/Q133895802,Johann-Georg-Doertenbach-Schule,Johann Georg Doertenbach
http://www.wikidata.org/entity/Q133894075,Karl-Hofmann-Schule,Karl Hofmann
http://www.wikidata.org/entity/Q133932693,Karoline-Breitinger-Schule,Karoline Breitinger
http://www.wikidata.org/entity/Q133889718,Peter-Paul-Cahensly-Schule,Peter Paul Cahensly
http://www.wikidata.org/entity/Q133892476,Rudolf-Eberle-Schule,Rudolf Eberle
http://www.wikidata.org/entity/Q133933785,Theodor-Frey-Schule,Theodor Frey
http://www.wikidata.org/entity/Q133895648,Walther-Groz-Schule,Walther Groz
http://www.wikidata.org/entity/Q133897072,Carl-Schaefer-Schule Ludwigsburg,Carl Schaefer
http://www.wikidata.org/entity/Q133927337,Richard-Fehrenbach-Gewerbeschule,Richard Fehrenbach
http://www.wikidata.org/entity/Q133896638,Robert-Franck-Schule,Robert Franck
http://www.wikidata.org/entity/Q133896422,Jakob-Friedrich-Schöllkopf-Schule,Jakob Friedrich Schöllkopf
http://www.wikidata.org/entity/Q133889622,Elisabeth-Knipping-Schule,Elisabeth Knipping
http://www.wikidata.org/entity/Q133932743,Georg-Goldstein-Schule Bad Urach,Georg Goldstein
http://www.wikidata.org/entity/Q133896517,Erich-Bracher-Schule,Erich Bracher
http://www.wikidata.org/entity/Q133896112,Andreas-Schneider-Schule,Andreas Schneider
http://www.wikidata.org/entity/Q1503437,Georg-Simon-Ohm-Berufskolleg,Georg Simon Ohm
http://www.wikidata.org/entity/Q1874078,Ludwig-Erhard-Berufskolleg Bonn,Ludwig Erhard
http://www.wikidata.org/entity/Q1874086,Ludwig-Erhard-Schule Pforzheim,Ludwig Erhard
http://www.wikidata.org/entity/Q15132081,Theodor-Heuss-Schule (Offenbach am Main),Theodor Heuss
http://www.wikidata.org/entity/Q1697086,Johannes-Gutenberg-Schule,Johannes Gutenberg
http://www.wikidata.org/entity/Q25393095,Gutenbergschule Leipzig,Johannes Gutenberg
http://www.wikidata.org/entity/Q28549959,Gutenbergschule Frankfurt am Main,Johannes Gutenberg
http://www.wikidata.org/entity/Q23786553,Robert-Schuman-Berufskolleg Essen,Robert Schuman
http://www.wikidata.org/entity/Q1509502,Georgsanstalt,Georg V. von Hannover
http://www.wikidata.org/entity/Q1912001,Max-Born-Berufskolleg,Max Born
http://www.wikidata.org/entity/Q28805447,Berufsbildende Schulen Otto von Guericke,Otto von Guericke
http://www.wikidata.org/entity/Q1714747,Leo-von-Klenze-Schule,Leo von Klenze
http://www.wikidata.org/entity/Q1457663,Friedrich-Albert-Lange-Berufskolleg,Friedrich Albert Lange
http://www.wikidata.org/entity/Q28777868,Wilhelm-Röpke-Schule Ettlingen,Wilhelm Röpke
http://www.wikidata.org/entity/Q1555507,Gustav-von-Schmoller-Schule Heilbronn,Gustav Schmoller
http://www.wikidata.org/entity/Q2148886,Richard-Riemerschmid-Berufskolleg,Richard Riemerschmid
http://www.wikidata.org/entity/Q2073459,Peter-Lenné-Schule,Peter Joseph Lenné
http://www.wikidata.org/entity/Q1528721,Heinz-Nixdorf-Berufskolleg,Heinz Nixdorf
http://www.wikidata.org/entity/Q1487534,Alfred-Müller-Armack-Berufskolleg,Alfred Müller-Armack
http://www.wikidata.org/entity/Q29643995,"Berufliches Schulzentrum für Technik ""Gustav Anton Zeuner""",Gustav Zeuner
http://www.wikidata.org/entity/Q2156201,Robert-Bosch-Berufskolleg Dortmund,Robert Bosch
http://www.wikidata.org/entity/Q2156209,Robert-Bosch-Schule Ulm,Robert Bosch
http://www.wikidata.org/entity/Q15126280,Robert-Bosch-Berufskolleg Duisburg,Robert Bosch
http://www.wikidata.org/entity/Q1465357,Fritz-Erler-Schule Pforzheim,Fritz Erler
http://www.wikidata.org/entity/Q1515502,Gertrud-Bäumer-Berufskolleg Lüdenscheid,Gertrud Bäumer
http://www.wikidata.org/entity/Q30090062,Elisabeth-Selbert-Schule Hameln,Elisabeth Selbert
http://www.wikidata.org/entity/Q15123650,Oskar-von-Miller-Schule,Oskar von Miller
http://www.wikidata.org/entity/Q28124916,August-Bebel-Schule,August Bebel
http://www.wikidata.org/entity/Q17126894,Peter-Behrens-Schule,Peter Behrens
http://www.wikidata.org/entity/Q29793959,Edith-Stein-Schule Ravensburg,Edith Stein
http://www.wikidata.org/entity/Q15081657,Johann-Philipp-Reis-Schule Friedberg,Philipp Reis
http://www.wikidata.org/entity/Q27886774,Max-Eyth-Schule Dreieich,Max Eyth
http://www.wikidata.org/entity/Q1601929,Helene-Weber-Berufskolleg,Helene Weber
http://www.wikidata.org/entity/Q27959112,Johann-August-Zeune-Schule für Blinde,Johann August Zeune
http://www.wikidata.org/entity/Q1515507,Gertrud-Luckner-Gewerbeschule,Gertrud Luckner
http://www.wikidata.org/entity/Q24515277,Heinrich-Emanuel-Merck-Schule,Emanuel Merck
http://www.wikidata.org/entity/Q1454685,Karl-Volkmar-Stoy-Schule,Karl Volkmar Stoy
http://www.wikidata.org/entity/Q1576754,Hans-Böckler-Berufskolleg Marl/Haltern,Hans Böckler
http://www.wikidata.org/entity/Q1692177,Johann-Philipp-Bronner-Schule Wiesloch,Johann Philipp Bronner
http://www.wikidata.org/entity/Q1509770,Alice-Salomon-Berufskolleg,Alice Salomon
http://www.wikidata.org/entity/Q2646825,Alice-Salomon-Schule Kleefeld,Alice Salomon
http://www.wikidata.org/entity/Q19279208,Erich-Gutenberg-Berufskolleg Köln,Erich Gutenberg
http://www.wikidata.org/entity/Q1744839,Klaus-Steilmann-Berufskolleg,Klaus Steilmann
http://www.wikidata.org/entity/Q1503434,Georg-Schlesinger-Schule,Georg Schlesinger
http://www.wikidata.org/entity/Q17353517,Elinor-Ostrom-Schule,Elinor Ostrom
http://www.wikidata.org/entity/Q1457798,Friedrich-List-Berufskolleg Herford,Friedrich List
http://www.wikidata.org/entity/Q1457800,Friedrich-List-Berufskolleg Hamm,Friedrich List
http://www.wikidata.org/entity/Q1457803,Friedrich-List-Schule Kassel,Friedrich List
http://www.wikidata.org/entity/Q1457807,Friedrich-List-Schule Wiesbaden,Friedrich List
http://www.wikidata.org/entity/Q21334538,Fritz-Henßler-Berufskolleg,Fritz Henßler
http://www.wikidata.org/entity/Q25550264,Heinrich Metzendorf Schule,Heinrich Metzendorf
http://www.wikidata.org/entity/Q24928595,Leo-Statz-Berufskolleg,Leo Statz
http://www.wikidata.org/entity/Q17123039,Erasmus-Kittler-Schule,Erasmus Kittler
http://www.wikidata.org/entity/Q31122436,Richard-Müller-Schule,Richard Müller
http://www.wikidata.org/entity/Q1494552,Hans-Viessmann-Schule,Hans Vießmann
http://www.wikidata.org/entity/Q27478647,Berufsbildende Schulen Hermann Beims,Hermann Beims
http://www.wikidata.org/entity/Q1633039,Hubert-Sternberg-Schule Wiesloch,Hubert Heinrich Adalbert Sternberg
http://www.wikidata.org/entity/Q26972729,Humpis-Schule,Humpis
http://www.wikidata.org/entity/Q18286350,Karl Kübel Schule,Karl Kübel
http://www.wikidata.org/entity/Q1656176,Louis-Baare-Berufskolleg,Louis Baare
http://www.wikidata.org/entity/Q1538103,Radko-Stöckl-Schule,Radko Stöckl
http://www.wikidata.org/entity/Q1520487,Rolf-Benz-Schule Nagold,Rolf Benz
http://www.wikidata.org/entity/Q1706331,Joseph-DuMont-Berufskolleg,Joseph DuMont
http://www.wikidata.org/entity/Q29138472,Adolf-Kolping-Berufskolleg Kerpen-Horrem,Adolf Kolping
http://www.wikidata.org/entity/Q15060358,Theobald-Simon-Schule,Theobald Simon
http://www.wikidata.org/entity/Q20754385,Maria-Lenssen-Berufskolleg,Maria Lenssen
http://www.wikidata.org/entity/Q2058555,Paul-Kerschensteiner-Schule,Paul Kerschensteiner
http://www.wikidata.org/entity/Q134367300,Ludwig-Erhard-Schule Erfurt,Ludwig Erhard
http://www.wikidata.org/entity/Q134438408,Ludwig-Erhard-Schule Frankfurt am Main,Ludwig Erhard
http://www.wikidata.org/entity/Q134436652,Willy-Brandt-Schule Kassel,Willy Brandt
http://www.wikidata.org/entity/Q134437674,Willy-Brandt-Schule Gießen,Willy Brandt
http://www.wikidata.org/entity/Q134550662,Willy-Brandt-Berufskolleg,Willy Brandt
http://www.wikidata.org/entity/Q134438487,Theodor-Heuss-Schule,Theodor Heuss
http://www.wikidata.org/entity/Q134446192,Friedrich-Ebert-Schule,Friedrich Ebert
http://www.wikidata.org/entity/Q135189985,Reichspräsident-Friedrich-Ebert-Schule Standort Homberg,Friedrich Ebert
http://www.wikidata.org/entity/Q134372758,Marie-Curie-Schule Völklingen,Marie Curie
http://www.wikidata.org/entity/Q1355112,Martin-Luther-King-Schule,Martin Luther King
http://www.wikidata.org/entity/Q134451483,Max-Weber-Schule Gießen,Max Weber
http://www.wikidata.org/entity/Q134551555,Städtisches Hans-Sachs-Berufskolleg,Hans Sachs
http://www.wikidata.org/entity/Q134437465,Stauffenbergschule Frankfurt,Claus Schenk Graf von Stauffenberg
http://www.wikidata.org/entity/Q134549711,Bertolt-Brecht-Berufskolleg,Bertolt Brecht
http://www.wikidata.org/entity/Q134389148,Staatliches Berufsschulzentrum Max-von-Pettenkofer Neuburg an der Donau,Max von Pettenkofer
http://www.wikidata.org/entity/Q1405040,Ferdinand-Braun-Schule,Ferdinand Braun
http://www.wikidata.org/entity/Q134437480,Paul-Ehrlich-Schule,Paul Ehrlich
http://www.wikidata.org/entity/Q134416365,"Berufsbildende Schulen ""Geschwister Scholl""",Hans Scholl; Sophie Scholl
http://www.wikidata.org/entity/Q134444894,Werner-von-Siemens-Schule Frankfurt,Werner von Siemens
http://www.wikidata.org/entity/Q135180961,Adolph-Kolping-Berufskolleg Schulteil Kaiser-Wilhelm-Ring,Adolph Kolping
http://www.wikidata.org/entity/Q135181014,Adolph-Kolping-Berufskolleg Schulteil Lotharingerstraße 8,Adolph Kolping
http://www.wikidata.org/entity/Q134367243,Walter-Gropius-Schule Erfurt,Walter Gropius
http://www.wikidata.org/entity/Q134446059,Kerschensteinerschule,Georg Kerschensteiner
http://www.wikidata.org/entity/Q134446169,Georg-Kerschensteiner-Schule,Georg Kerschensteiner
http://www.wikidata.org/entity/Q134371469,Willi-Graf-Schule St. Ingbert,Willi Graf
http://www.wikidata.org/entity/Q135189855,Merian-Schule Freiburg,Maria Sibylla Merian
http://www.wikidata.org/entity/Q1450514,Karl-Schiller-Berufskolleg Dortmund,Karl Schiller
http://www.wikidata.org/entity/Q134437322,Paul-Julius-von-Reuter-Schule,Paul Julius Reuter
http://www.wikidata.org/entity/Q134387865,Welserschule,Bartholomäus V. Welser
http://www.wikidata.org/entity/Q134437793,Elisabeth-Selbert-Schule Lampertheim,Elisabeth Selbert
http://www.wikidata.org/entity/Q134378814,"Schulzentrum Carl von Ossietzky - Berufliche Schule für Dienstleistung, Gewerbe und Gestaltung",Carl von Ossietzky
http://www.wikidata.org/entity/Q134378889,Schulzentrum Carl von Ossietzky – Berufliche Schule für Technik,Carl von Ossietzky
http://www.wikidata.org/entity/Q134437261,Bergiusschule,Friedrich Bergius
http://www.wikidata.org/entity/Q134378705,Berufsbildende Schulen Sophie Scholl,Sophie Scholl
http://www.wikidata.org/entity/Q134550503,Sophie-Scholl-Berufskolleg,Sophie Scholl
http://www.wikidata.org/entity/Q134430390,"Berufsbildende Schulen ""Eike von Repgow""",Eike von Repgow
http://www.wikidata.org/entity/Q134549817,Elly-Heuss-Knapp-Schule Düsseldorf,Elly Heuss-Knapp
http://www.wikidata.org/entity/Q134549890,Eugen-Schmalenbach-Berufskolleg,Eugen Schmalenbach
http://www.wikidata.org/entity/Q1357116,"Ernst-Litfaß-Schule, Oberstufenzentrum Druck- und Medientechnik",Ernst Litfaß
http://www.wikidata.org/entity/Q1351833,Erich-Brost-Berufskolleg,Erich Brost
http://www.wikidata.org/entity/Q134367552,"Staatliches Berufsschulzentrum ""Heinrich Ehrhardt""",Heinrich Ehrhardt
http://www.wikidata.org/entity/Q135181464,"Staatliches Berufsschulzentrum ""Heinrich Ehrhardt"" Schulteil Siebenborn",Heinrich Ehrhardt
http://www.wikidata.org/entity/Q135181481,"Staatliches Berufsschulzentrum ""Heinrich Ehrhardt"" Schulteil Nordplatz",Heinrich Ehrhardt
http://www.wikidata.org/entity/Q1403267,Felix-Fechenbach-Berufskolleg,Felix Fechenbach
http://www.wikidata.org/entity/Q135189716,Gertrud-Luckner-Gewerbeschule Außenstelle Kirchstraße,Gertrud Luckner
http://www.wikidata.org/entity/Q135181310,Hans-Glas-Schule Außenstelle Landau a.d. Isar,Hans Glas
http://www.wikidata.org/entity/Q135181343,Hans-Glas-Schule Nebenstelle Pestalozzistraße,Hans Glas
http://www.wikidata.org/entity/Q135156288,Karl-Heine-Schule Außenstelle Pansastraße,Carl Erdmann Heine
http://www.wikidata.org/entity/Q135156309,Karl-Heine-Schule Außenstelle Geithainer Straße,Carl Erdmann Heine
http://www.wikidata.org/entity/Q134549783,Carl-Miele-Berufskolleg,Carl Miele
http://www.wikidata.org/entity/Q134446039,Louise-Schroeder-Schule Wiesbaden,Louise Schroeder
http://www.wikidata.org/entity/Q134367266,Ernst-Benary-Schule,Ernst Benary
http://www.wikidata.org/entity/Q134437386,Hans-Böckler-Schule Frankfurt,Hans Böckler
http://www.wikidata.org/entity/Q134549683,Anna-Siemsen-Berufskolleg des Kreises Herford,Anna Siemsen
http://www.wikidata.org/entity/Q134528747,"Berufsbildende Schulen des Landkreises Saalekreis Standort ""Carl-Wentzel"" Halle",Carl Wentzel
http://www.wikidata.org/entity/Q134430871,Berufsbildende Schulen III Halle,Johann Christoph von Dreyhaupt
http://www.wikidata.org/entity/Q134438442,Käthe-Kollwitz-Schule Offenbach,Käthe Kollwitz
http://www.wikidata.org/entity/Q134445974,Käthe-Kollwitz-Schule Wetzlar,Käthe Kollwitz
http://www.wikidata.org/entity/Q134451590,Käthe-Kollwitz-Schule Marburg,Käthe Kollwitz
http://www.wikidata.org/entity/Q134550166,Käthe-Kollwitz Berufskolleg Hagen,Käthe Kollwitz
http://www.wikidata.org/entity/Q134550181,Käthe-Kollwitz Berufskolleg Remscheid,Käthe Kollwitz
http://www.wikidata.org/entity/Q1374170,Friedrich-List-Berufskolleg Bonn,Friedrich List
http://www.wikidata.org/entity/Q134373482,Friedrich-List-Schule Saarbrücken,Friedrich List
http://www.wikidata.org/entity/Q134416146,"Berufsbildende Schulen IV ""Friedrich List""",Friedrich List
http://www.wikidata.org/entity/Q134384304,Berufliches Schulzentrum Alois Senefelder,Alois Senefelder
http://www.wikidata.org/entity/Q134368343,"Staatliche Berufsbildende Schule Wirtschaft/Verwaltung und Ernährung ""Friedrich Justin Bertuch"" Weimar",Friedrich Justin Bertuch
http://www.wikidata.org/entity/Q134436713,Julius-Leber-Schule Frankfurt,Julius Leber
http://www.wikidata.org/entity/Q135092709,"Berufliche Schule ""Alexander Schmorell"" Nebenstelle Danziger Straße",Alexander Schmorell
http://www.wikidata.org/entity/Q134388581,Staatliches Berufliches Schulzentrum Alfons Goppel Schweinfurt,Alfons Goppel
http://www.wikidata.org/entity/Q134367284,Andreas-Gordon-Schule Erfurt,Andreas Gordon
http://www.wikidata.org/entity/Q134388139,Bebo-Wager-Schule,Bebo Wager
http://www.wikidata.org/entity/Q134388381,Städtische Berufsschule II Augsburg,Bebo Wager
http://www.wikidata.org/entity/Q134371443,Jean Francois Boch Schule,Jean-François Boch
http://www.wikidata.org/entity/Q134550188,Leo-Sympher-Berufskolleg,Leo Sympher
http://www.wikidata.org/entity/Q134549761,Herwig-Blankertz-Berufskolleg,Herwig Blankertz
http://www.wikidata.org/entity/Q134388883,Staatliches kaumännisches Berufsbildungszentrum Jakob Küner Memmingen,Jakob Küner
http://www.wikidata.org/entity/Q135153282,"Berufliches Schulzentrum Großenhain ""Karl Preusker"" Außenstelle Heinrich-Heine-Straße",Karl Benjamin Preusker
http://www.wikidata.org/entity/Q135153298,"Berufliches Schulzentrum Großenhain ""Karl Preusker"" Außenstelle Industriestraße",Karl Benjamin Preusker
http://www.wikidata.org/entity/Q134550629,Nelly-Pütz-Schule,Nelly Pütz
http://www.wikidata.org/entity/Q134550522,Leopold-Hoesch-Berufskolleg,Leopold Hoesch
http://www.wikidata.org/entity/Q135190488,Louis-Lepoix-Schule Baden-Baden Außenstelle Cité,Louis Lucien Lepoix
http://www.wikidata.org/entity/Q134549952,Cuno-Berufskolleg II,Willi Cuno
http://www.wikidata.org/entity/Q134550055,Cuno-Berufskolleg I,Willi Cuno
http://www.wikidata.org/entity/Q134371384,Paul-Weber-Schule,Paul Weber
http://www.wikidata.org/entity/Q134368205,"Staatliche Berufsbildende Schule Wirtschaft/Verwaltung ""Dr. Eduard Amthor""",Eduard Gottlieb Amthor
http://www.wikidata.org/entity/Q134367257,"Staatliches Berufsschulzentrum ""Hugo Mairich"" Gotha",Hugo Mairich
http://www.wikidata.org/entity/Q134393945,Städtische Berufsschule für Hauswirtschaft Würzburg,Klara Oppenheimer
http://www.wikidata.org/entity/Q135153397,Berufsbildende Förderschule August Förster,August Förster
http://www.wikidata.org/entity/Q134416478,"Berufsbildende Schulen ""Otto Allendorff""",Otto Moritz Allendorff
http://www.wikidata.org/entity/Q134393732,Berufsschulzentrum Matthäus Runtinger,Matthäus Runtinger
http://www.wikidata.org/entity/Q134372304,Dr-Walter-Bruch-Schule,Walter Bruch
http://www.wikidata.org/entity/Q40065808,Konrad-Adenauer-Schule,Konrad Adenauer
http://www.wikidata.org/entity/Q136513495,Richard-von-Weizsäcker-Berufskolleg Büren,Richard von Weizsäcker
http://www.wikidata.org/entity/Q136513546,Richard-von-Weizsäcker-Berufskolleg Dülmen,Richard von Weizsäcker
http://www.wikidata.org/entity/Q45060300,Heinrich-Hertz-Europakolleg,Heinrich Hertz
http://www.wikidata.org/entity/Q136533581,August-Horch-Berufsschule Münchberg,August Horch
http://www.wikidata.org/entity/Q365248,Adolph-Kolping-Berufskolleg Münster,Adolph Kolping
http://www.wikidata.org/entity/Q42699699,Eckener-Schule RBZ Flensburg,Hugo Eckener; Alexander Eckener
http://www.wikidata.org/entity/Q135645970,Albrecht-Thaer-Schule Außenstelle Wittinger Straße,Albrecht Daniel Thaer
http://www.wikidata.org/entity/Q33216141,Emil-Fischer-Schule,Emil Fischer
http://www.wikidata.org/entity/Q87750613,Julius-Springer-Schule Heidelberg,Julius Springer
http://www.wikidata.org/entity/Q63441327,Robert-Schmidt-Berufskolleg,Robert Schmidt
http://www.wikidata.org/entity/Q65242697,Oswald-von-Nell-Breuning-Schule,Oswald von Nell-Breuning
